FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190129;0000;6;;;
190130;0000;5;;;
190131;0000;5;;;
190201;0000;7;;;
190202;0000;12;;;
190203;0000;14;;;
190204;0000;13;;;
190205;0000;6;;;
190206;0000;4;;;
190207;0000;5;;;
190208;0000;3;;;
190209;0000;4;;;
190210;0000;10;;;
190211;0000;12;;;
190212;0000;4;;;
190213;0000;3;;;
190214;0000;2;;;
190215;0000;3;;;
190216;0000;3;;;
190217;0000;1;;;
190218;0000;3;;;
190219;0000;6;;;
190220;0000;8;;;
190221;0000;17;;;
190222;0000;15;;;
190223;0000;8;;;
190224;0000;16;;;
190225;0000;15;;;
190226;0000;13;;;
190227;0000;16;;;
190228;0000;15;;;
190301;0000;6;;;
190302;0000;10;;;
190303;0000;6;;;
190304;0000;7;;;
190305;0000;14;;;
190306;0000;22;;;
190307;0000;26;;;
190308;0000;17;;;
190309;0000;15;;;
190310;0000;16;;;
190311;0000;6;;;
190312;0000;19;;;
190313;0000;16;;;
190314;0000;27;;;
190315;0000;25;;;
190316;0000;14;;;
190317;0000;5;;;
190318;0000;21;;;
190319;0000;35;;;
190320;0000;29;;;
190321;0000;21;;;
190322;0000;16;;;
190323;0000;11;;;
190324;0000;13;;;
190325;0000;36;;;
190326;0000;48;;;
190327;0000;37;;;
190328;0000;20;;;
190329;0000;12;;;
190330;0000;20;;;
190331;0000;8;;;
190401;0000;20;;;
190402;0000;7;;;
190403;0000;9;;;
190404;0000;7;;;
190405;0000;10;;;
190406;0000;16;;;
190407;0000;28;;;
190408;0000;16;;;
190409;0000;20;;;
190410;0000;23;;;
190411;0000;15;;;
190412;0000;21;;;
190413;0000;23;;;
190414;0000;17;;;
190415;0000;10;;;
190416;0000;40;;;
190417;0000;14;;;
190418;0000;29;;;
190419;0000;36;;;
190420;0000;24;;;
190421;0000;48;;;
190422;0000;38;;;
190423;0000;94;;;
190424;0000;200;;;
190425;0000;216;;;
190426;0000;74;;;
190427;0000;57;;;
190428;0000;22;;;
190429;0000;17;;;
190430;0000;20;;;
190501;0000;45;;;
190502;0000;33;;;
190503;0000;111;;;
190504;0000;74;;;
190505;0000;22;;;
190506;0000;48;;;
190507;0000;61;;;
190508;0000;129;;;
190509;0000;40;;;
190510;0000;25;;;
190511;0000;11;;;
190512;0000;19;;;
190513;0000;62;;;
190514;0000;78;;;
190515;0000;59;;;
190516;0000;79;;;
190517;0000;48;;;
190518;0000;27;;;
190519;0000;32;;;
190520;0000;43;;;
190521;0000;26;;;
190522;0000;29;;;
190523;0000;28;;;
190524;0000;29;;;
190525;0000;29;;;
190526;0000;45;;;
190527;0000;82;;;
190528;0000;143;;;
190529;0000;132;;;
190530;0000;92;;;
190531;0000;115;;;
190601;0000;174;;;
190602;0000;84;;;
190603;0000;127;;;
190604;0000;97;;;
190605;0000;76;;;
190606;0000;32;;;
190607;0000;22;;;
190608;0000;62;;;
190609;0000;47;;;
190610;0000;43;;;
190611;0000;55;;;
190612;0000;146;;;
190613;0000;89;;;
190614;0000;104;;;
190615;0000;98;;;
190616;0000;80;;;
190617;0000;98;;;
190618;0000;81;;;
190619;0000;;77;;
190620;0000;174;;;
190621;0000;82;;;
190622;0000;49;;;
190623;0000;64;;;
190624;0000;35;;;
190625;0000;34;;;
190626;0000;57;;;
190627;0000;152;;;
190628;0000;157;;;
190629;0000;102;;;
190630;0000;89;;;
190701;0000;44;;;
190702;0000;89;;;
190703;0000;117;;;
190704;0000;156;;;
190705;0000;32;;;
190706;0000;156;;;
190707;0000;242;;;
190708;0000;172;;;
190709;0000;220;;;
190710;0000;131;;;
190711;0000;194;;;
190712;0000;238;;;
190713;0000;172;;;
190714;0000;93;;;
190715;0000;45;;;
190716;0000;97;;;
190717;0000;104;;;
190718;0000;48;;;
190719;0000;47;;;
190720;0000;95;;;
190721;0000;69;;;
190722;0000;30;;;
190723;0000;39;;;
190724;0000;34;;;
190725;0000;74;;;
190726;0000;26;;;
190727;0000;69;;;
190728;0000;119;;;
190729;0000;126;;;
190730;0000;59;;;
190731;0000;67;;;
190801;0000;36;;;
190802;0000;24;;;
190803;0000;19;;;
190804;0000;39;;;
190805;0000;75;;;
190806;0000;22;;;
190807;0000;69;;;
190808;0000;58;;;
190809;0000;20;;;
190810;0000;76;;;
190811;0000;46;;;
190812;0000;58;;;
190813;0000;135;;;
190814;0000;107;;;
190815;0000;75;;;
190816;0000;89;;;
190817;0000;73;;;
190818;0000;150;;;
190819;0000;177;;;
190820;0000;32;;;
190821;0000;46;;;
190822;0000;88;;;
190823;0000;90;;;
190824;0000;54;;;
190825;0000;75;;;
190826;0000;27;;;
190827;0000;59;;;
190828;0000;40;;;
190829;0000;21;;;
190830;0000;17;;;
190831;0000;54;;;
190901;0000;40;;;
190902;0000;84;;;
190903;0000;59;;;
190904;0000;56;;;
190905;0000;66;;;
190906;0000;139;;;
190907;0000;90;;;
190908;0000;38;;;
190909;0000;92;;;
190910;0000;85;;;
190911;0000;32;;;
190912;0000;39;;;
190913;0000;50;;;
190914;0000;25;;;
190915;0000;22;;;
190916;0000;11;;;
190917;0000;13;;;
190918;0000;20;;;
190919;0000;10;;;
190920;0000;14;;;
190921;0000;19;;;
190922;0000;22;;;
190923;0000;8;;;
190924;0000;;;;
190925;0000;;;;
190926;0000;82;;;
190927;0000;62;;;
190928;0000;20;;;
190929;0000;21;;;
190930;0000;23;;;
191001;0000;39;;;
191002;0000;42;;;
191003;0000;29;;;
191004;0000;17;;;
191005;0000;20;;;
191006;0000;23;;;
191007;0000;11;;;
191008;0000;11;;;
191009;0000;11;;;
191010;0000;33;;;
191011;0000;23;;;
191012;0000;11;;;
191013;0000;23;;;
191014;0000;31;;;
191015;0000;22;;;
191016;0000;28;;;
191017;0000;13;;;
191018;0000;10;;;
191019;0000;13;;;
191020;0000;15;;;
191021;0000;18;;;
191022;0000;23;;;
191023;0000;32;;;
191024;0000;19;;;
191025;0000;18;;;
191026;0000;13;;;
191027;0000;24;;;
191028;0000;33;;;
191029;0000;17;;;
191030;0000;17;;;
191031;0000;22;;;
191101;0000;13;;;
191102;0000;6;;;
191103;0000;11;;;
191104;0000;11;;;
191105;0000;8;;;
191106;0000;10;;;
191107;0000;12;;;
191108;0000;;;15;
191109;0000;;;1;
191110;0000;;;1;
191111;0000;;;3;
191112;0000;7;;;
191113;0000;6;;;
191114;0000;9;;;
191115;0000;8;;;
191116;0000;9;;;
191117;0000;11;;;
191118;0000;10;;;
191119;0000;13;;;
191120;0000;12;;;
191121;0000;11;;;
191122;0000;17;;;
191123;0000;23;;;
191124;0000;8;;;
191125;0000;11;;;
191126;0000;10;;;
191127;0000;11;;;
191128;0000;13;;;
191129;0000;8;;;
191130;0000;10;;;
191201;0000;18;;;
191202;0000;10;;;
191203;0000;14;;;
191204;0000;7;;;
191205;0000;8;;;
191206;0000;12;;;
191207;0000;7;;;
191208;0000;5;;;
191209;0000;4;;;
191210;0000;12;;;
191211;0000;8;;;
191212;0000;10;;;
191213;0000;9;;;
191214;0000;6;;;
191215;0000;5;;;
191216;0000;7;;;
191217;0000;11;;;
191218;0000;11;;;
191219;0000;6;;;
191220;0000;9;;;
191221;0000;7;;;
191222;0000;13;;;
191223;0000;9;;;
191224;0000;7;;;
191225;0000;4;;;
191226;0000;9;;;
191227;0000;10;;;
191228;0000;10;;;
191229;0000;10;;;
191230;0000;8;;;
191231;0000;17;;;
200101;0000;12;;;
200102;0000;4;;;
200103;0000;3;;;
200104;0000;5;;;
200105;0000;5;;;
200106;0000;6;;;
200107;0000;10;;;
200108;0000;12;;;
200109;0000;12;;;
200110;0000;6;;;
200111;0000;4;;;
200112;0000;3;;;
200113;0000;4;;;
200114;0000;6;;;
200115;0000;5;;;
200116;0000;;;;
200117;0000;5;;;
200118;0000;11;;;
200119;0000;5;;;
200120;0000;3;;;
200121;0000;4;;;
200122;0000;2;;;
200123;0000;4;;;
200124;0000;2;;;
200125;0000;4;;;
200126;0000;4;;;
200127;0000;5;;;
200128;0000;6;;;
200129;0000;5;;;
200130;0000;2;;;
200131;0000;5;;;
200201;0000;10;;;
200202;0000;9;;;
200203;0000;8;;;
200204;0000;10;;;
200205;0000;18;;;
200206;0000;25;;;
200207;0000;24;;;
200208;0000;21;;;
200209;0000;11;;;
200210;0000;6;;;
200211;0000;5;;;
200212;0000;4;;;
200213;0000;4;;;
200214;0000;5;;;
200215;0000;7;;;
200216;0000;5;;;
200217;0000;5;;;
200218;0000;10;;;
200219;0000;11;;;
200220;0000;15;;;
200221;0000;20;;;
200222;0000;15;;;
200223;0000;3;;;
200224;0000;5;;;
200225;0000;6;;;
200226;0000;8;;;
200227;0000;4;;;
200228;0000;6;;;
200229;0000;4;;;
200301;0000;2;;;
200302;0000;4;;;
200303;0000;10;;;
200304;0000;5;;;
200305;0000;7;;;
200306;0000;10;;;
200307;0000;7;;;
200308;0000;8;;;
200309;0000;29;;;
200310;0000;18;;;
200311;0000;10;;;
200312;0000;31;;;
200313;0000;15;;;
200314;0000;;;;
200315;0000;12;;;
200316;0000;11;;;
200317;0000;13;;;
200318;0000;7;;;
200319;0000;18;;;
200320;0000;6;;;
200321;0000;13;;;
200322;0000;12;;;
200323;0000;11;;;
200324;0000;17;;;
200325;0000;19;;;
200326;0000;10;;;
200327;0000;12;;;
200328;0000;23;;;
200329;0000;31;;;
200330;0000;46;;;
200331;0000;25;;;
200401;0000;22;;;
200402;0000;25;;;
200403;0000;14;;;
200404;0000;9;;;
200405;0000;19;;;
200406;0000;27;;;
200407;0000;50;;;
200408;0000;73;;;
200409;0000;29;;;
200410;0000;20;;;
200411;0000;11;;;
200412;0000;12;;;
200413;0000;28;;;
200414;0000;37;;;
200415;0000;43;;;
200416;0000;36;;;
200417;0000;28;;;
200418;0000;32;;;
200419;0000;21;;;
200420;0000;31;;;
200421;0000;54;;;
200422;0000;152;;;
200423;0000;102;;;
200424;0000;60;;;
200425;0000;49;;;
200426;0000;96;;;
200427;0000;81;;;
200428;0000;68;;;
200429;0000;41;;;
200430;0000;60;;;
200501;0000;125;;;
200502;0000;95;;;
200503;0000;79;;;
200504;0000;104;;;
200505;0000;90;;;
200506;0000;40;;;
200507;0000;42;;;
200508;0000;71;;;
200509;0000;32;;;
200510;0000;36;;;
200511;0000;16;;;
200512;0000;82;;;
200513;0000;64;;;
200514;0000;53;;;
200515;0000;41;;;
200516;0000;24;;;
200517;0000;53;;;
200518;0000;26;;;
200519;0000;108;;;
200520;0000;122;;;
200521;0000;123;;;
200522;0000;65;;;
200523;0000;53;;;
200524;0000;41;;;
200525;0000;82;;;
200526;0000;56;;;
200527;0000;41;;;
200528;0000;110;;;
200529;0000;80;;;
200530;0000;56;;;
200531;0000;80;;;
200601;0000;38;;;
200602;0000;67;;;
200603;0000;53;;;
200604;0000;32;;;
200605;0000;66;;;
200606;0000;57;;;
200607;0000;47;;;
200608;0000;28;;;
200609;0000;35;;;
200610;0000;31;;;
200611;0000;79;;;
200612;0000;96;;;
200613;0000;103;;;
200614;0000;176;;;
200615;0000;303;;;
200616;0000;235;;;
200617;0000;161;;;
200618;0000;71;;;
200619;0000;36;;;
200620;0000;55;;;
200621;0000;68;;;
200622;0000;88;;;
200623;0000;160;;;
200624;0000;109;;;
200625;0000;104;;;
200626;0000;84;;;
200627;0000;53;;;
200628;0000;40;;;
200629;0000;56;;;
200630;0000;82;;;
200701;0000;115;;;
200702;0000;143;;;
200703;0000;146;;;
200704;0000;145;;;
200705;0000;110;;;
200706;0000;265;;;
200707;0000;195;;;
200708;0000;51;;;
200709;0000;91;;;
200710;0000;44;;;
200711;0000;60;;;
200712;0000;54;;;
200713;0000;68;;;
200714;0000;130;;;
200715;0000;92;;;
200716;0000;74;;;
200717;0000;216;;;
200718;0000;116;;;
200719;0000;266;;;
200720;0000;73;;;
200721;0000;40;;;
200722;0000;55;;;
200723;0000;122;;;
200724;0000;73;;;
200725;0000;126;;;
200726;0000;70;;;
200727;0000;70;;;
200728;0000;81;;;
200729;0000;104;;;
200730;0000;210;;;
200731;0000;205;;;
200801;0000;71;;;
200802;0000;78;;;
200803;0000;49;;;
200804;0000;73;;;
200805;0000;108;;;
200806;0000;40;;;
200807;0000;64;;;
200808;0000;71;;;
200809;0000;72;;;
200810;0000;24;;;
200811;0000;21;;;
200812;0000;14;;;
200813;0000;32;;;
200814;0000;29;;;
200815;0000;17;;;
200816;0000;16;;;
200817;0000;22;;;
200818;0000;75;;;
200819;0000;58;;;
200820;0000;16;;;
200821;0000;23;;;
200822;0000;19;;;
200823;0000;27;;;
200824;0000;46;;;
200825;0000;54;;;
200826;0000;49;;;
200827;0000;29;;;
200828;0000;39;;;
200829;0000;18;;;
200830;0000;27;;;
200831;0000;116;;;
200901;0000;112;;;
200902;0000;;;;
200903;0000;;;;
200904;0000;36;;;
200905;0000;51;;;
200906;0000;67;;;
200907;0000;70;;;
200908;0000;;;;
200909;0000;;;;
200910;0000;29;;;
200911;0000;23;;;
200912;0000;24;;;
200913;0000;20;;;
200914;0000;14;;;
200915;0000;33;;;
200916;0000;39;;;
200917;0000;16;;;
200918;0000;23;;;
200919;0000;30;;;
200920;0000;58;;;
200921;0000;39;;;
200922;0000;17;;;
200923;0000;27;;;
200924;0000;25;;;
200925;0000;21;;;
200926;0000;18;;;
200927;0000;14;;;
200928;0000;14;;;
200929;0000;29;;;
200930;0000;15;;;
201001;0000;27;;;
201002;0000;48;;;
201003;0000;48;;;
201004;0000;25;;;
201005;0000;13;;;
201006;0000;14;;;
201007;0000;12;;;
201008;0000;12;;;
201009;0000;12;;;
201010;0000;20;;;
201011;0000;12;;;
201012;0000;10;;;
201013;0000;16;;;
201014;0000;21;;;
201015;0000;21;;;
201016;0000;15;;;
201017;0000;14;;;
201018;0000;13;;;
201019;0000;16;;;
201020;0000;22;;;
201021;0000;23;;;
201022;0000;22;;;
201023;0000;25;;;
201024;0000;12;;;
201025;0000;9;;;
201026;0000;12;;;
201027;0000;15;;;
201028;0000;22;;;
201029;0000;14;;;
201030;0000;8;;;
201031;0000;8;;;
201101;0000;8;;;
201102;0000;11;;;
201103;0000;8;;;
201104;0000;10;;;
201105;0000;8;;;
201106;0000;13;;;
201107;0000;11;;;
201108;0000;6;;;
201109;0000;6;;;
201110;0000;4;;;
201111;0000;6;;;
201112;0000;5;;;
201113;0000;6;;;
201114;0000;6;;;
201115;0000;7;;;
201116;0000;6;;;
201117;0000;8;;;
201118;0000;5;;;
201119;0000;7;;;
201120;0000;5;;;
201121;0000;7;;;
201122;0000;9;;;
201123;0000;;;7;
201124;0000;;;1;
201125;0000;;;1;
201126;0000;;;5;
201127;0000;9;;;
201128;0000;8;;;
201129;0000;7;;;
201130;0000;4;;;
201201;0000;5;;;
201202;0000;6;;;
201203;0000;9;;;
201204;0000;8;;;
201205;0000;8;;;
201206;0000;3;;;
201207;0000;3;;;
201208;0000;3;;;
201209;0000;5;;;
201210;0000;5;;;
201211;0000;7;;;
201212;0000;7;;;
201213;0000;8;;;
201214;0000;9;;;
201215;0000;7;;;
201216;0000;5;;;
201217;0000;6;;;
201218;0000;4;;;
201219;0000;7;;;
201220;0000;4;;;
201221;0000;2;;;
201222;0000;4;;;
201223;0000;5;;;
201224;0000;5;;;
201225;0000;6;;;
201226;0000;2;;;
201227;0000;1;;;
201228;0000;2;;;
201229;0000;7;;;
201230;0000;4;;;
201231;0000;6;;;
210101;0000;5;;;
210102;0000;3;;;
210103;0000;3;;;
210104;0000;7;;;
210105;0000;3;;;
210106;0000;3;;;
210107;0000;3;;;
210108;0000;2;;;
210109;0000;6;;;
210110;0000;9;;;
210111;0000;8;;;
210112;0000;6;;;
210113;0000;10;;;
210114;0000;2;;;
210115;0000;10;;;
210116;0000;7;;;
210117;0000;2;;;
210118;0000;5;;;
210119;0000;3;;;
210120;0000;2;;;
210121;0000;3;;;
210122;0000;3;;;
210123;0000;2;;;
210124;0000;2;;;
210125;0000;6;;;
210126;0000;9;;;
210127;0000;6;;;
210128;0000;6;;;
210129;0000;9;;;
210130;0000;14;;;
210131;0000;6;;;
210201;0000;2;;;
210202;0000;2;;;
210203;0000;4;;;
210204;0000;2;;;
210205;0000;3;;;
210206;0000;13;;;
210207;0000;7;;;
210208;0000;5;;;
210209;0000;4;;;
210210;0000;6;;;
210211;0000;7;;;
210212;0000;7;;;
210213;0000;3;;;
210214;0000;2;;;
210215;0000;8;;;
210216;0000;4;;;
210217;0000;4;;;
210218;0000;8;;;
210219;0000;6;;;
210220;0000;3;;;
210221;0000;5;;;
210222;0000;3;;;
210223;0000;3;;;
210224;0000;2;;;
210225;0000;2;;;
210226;0000;8;;;
210227;0000;4;;;
210228;0000;3;;;
210301;0000;5;;;
210302;0000;8;;;
210303;0000;7;;;
210304;0000;7;;;
210305;0000;5;;;
210306;0000;2;;;
210307;0000;5;;;
210308;0000;9;;;
210309;0000;18;;;
210310;0000;12;;;
210311;0000;5;;;
210312;0000;9;;;
210313;0000;6;;;
210314;0000;14;;;
210315;0000;7;;;
210316;0000;;;22;
210317;0000;;;51;
210318;0000;25;;;
210319;0000;13;;;
210320;0000;10;;;
210321;0000;8;;;
210322;0000;8;;;
210323;0000;11;;;
210324;0000;17;;;
210325;0000;22;;;
210326;0000;17;;;
210327;0000;9;;;
210328;0000;13;;;
210329;0000;15;;;
210330;0000;5;;;
210331;0000;18;;;
210401;0000;22;;;
210402;0000;19;;;
210403;0000;14;;;
210404;0000;20;;;
210405;0000;23;;;
210406;0000;18;;;
210407;0000;19;;;
210408;0000;24;;;
210409;0000;40;;;
210410;0000;28;;;
210411;0000;17;;;
210412;0000;24;;;
210413;0000;16;;;
210414;0000;13;;;
210415;0000;9;;;
210416;0000;16;;;
210417;0000;50;;;
210418;0000;48;;;
210419;0000;33;;;
210420;0000;;;42;
210421;0000;;;40;
210422;0000;;;62;
210423;0000;40;;;
210424;0000;46;;;
210425;0000;26;;;
210426;0000;18;;;
210427;0000;24;;;
210428;0000;27;;;
210429;0000;33;;;
210430;0000;42;;;
210501;0000;41;;;
210502;0000;18;;;
210503;0000;45;;;
210504;0000;46;;;
210505;0000;128;;;
210506;0000;277;;;
210507;0000;267;;;
210508;0000;45;;;
210509;0000;32;;;
210510;0000;88;;;
210511;0000;59;;;
210512;0000;22;;;
210513;0000;59;;;
210514;0000;128;;;
210515;0000;77;;;
210516;0000;153;;;
210517;0000;125;;;
210518;0000;253;;;
210519;0000;159;;;
210520;0000;108;;;
210521;0000;105;;;
210522;0000;50;;;
210523;0000;42;;;
210524;0000;14;;;
210525;0000;36;;;
210526;0000;43;;;
210527;0000;47;;;
210528;0000;54;;;
210529;0000;29;;;
210530;0000;55;;;
210531;0000;40;;;
210601;0000;19;;;
210602;0000;41;;;
210603;0000;38;;;
210604;0000;23;;;
210605;0000;22;;;
210606;0000;31;;;
210607;0000;87;;;
210608;0000;44;;;
210609;0000;46;;;
210610;0000;50;;;
210611;0000;49;;;
210612;0000;32;;;
210613;0000;54;;;
210614;0000;52;;;
210615;0000;208;;;
210616;0000;393;;;
210617;0000;422;;;
210618;0000;271;;;
210619;0000;93;;;
210620;0000;159;;;
210621;0000;128;;;
210622;0000;176;;;
210623;0000;121;;;
210624;0000;41;;;
210625;0000;51;;;
210626;0000;93;;;
210627;0000;163;;;
210628;0000;255;;;
210629;0000;286;;;
210630;0000;93;;;
210701;0000;28;;;
210702;0000;25;;;
210703;0000;17;;;
210704;0000;31;;;
210705;0000;44;;;
210706;0000;46;;;
210707;0000;60;;;
210708;0000;89;;;
210709;0000;67;;;
210710;0000;16;;;
210711;0000;13;;;
210712;0000;17;;;
210713;0000;50;;;
210714;0000;34;;;
210715;0000;27;;;
210716;0000;24;;;
210717;0000;37;;;
210718;0000;44;;;
210719;0000;33;;;
210720;0000;56;;;
210721;0000;35;;;
210722;0000;25;;;
210723;0000;29;;;
210724;0000;72;;;
210725;0000;46;;;
210726;0000;47;;;
210727;0000;41;;;
210728;0000;22;;;
210729;0000;22;;;
210730;0000;36;;;
210731;0000;46;;;
210801;0000;24;;;
210802;0000;29;;;
210803;0000;79;;;
210804;0000;228;;;
210805;0000;92;;;
210806;0000;24;;;
210807;0000;19;;;
210808;0000;27;;;
210809;0000;31;;;
210810;0000;54;;;
210811;0000;59;;;
210812;0000;80;;;
210813;0000;36;;;
210814;0000;39;;;
210815;0000;64;;;
210816;0000;56;;;
210817;0000;37;;;
210818;0000;53;;;
210819;0000;78;;;
210820;0000;61;;;
210821;0000;69;;;
210822;0000;33;;;
210823;0000;27;;;
210824;0000;18;;;
210825;0000;27;;;
210826;0000;46;;;
210827;0000;53;;;
210828;0000;26;;;
210829;0000;60;;;
210830;0000;59;;;
210831;0000;29;;;
210901;0000;65;;;
210902;0000;87;;;
210903;0000;54;;;
210904;0000;39;;;
210905;0000;58;;;
210906;0000;77;;;
210907;0000;53;;;
210908;0000;19;;;
210909;0000;35;;;
210910;0000;41;;;
210911;0000;23;;;
210912;0000;17;;;
210913;0000;19;;;
210914;0000;10;;;
210915;0000;16;;;
210916;0000;28;;;
210917;0000;15;;;
210918;0000;22;;;
210919;0000;25;;;
210920;0000;22;;;
210921;0000;29;;;
210922;0000;18;;;
210923;0000;15;;;
210924;0000;20;;;
210925;0000;16;;;
210926;0000;18;;;
210927;0000;21;;;
210928;0000;12;;;
210929;0000;18;;;
210930;0000;16;;;
211001;0000;41;;;
211002;0000;31;;;
211003;0000;7;;;
211004;0000;13;;;
211005;0000;22;;;
211006;0000;14;;;
211007;0000;31;;;
211008;0000;14;;;
211009;0000;8;;;
211010;0000;8;;;
211011;0000;12;;;
211012;0000;24;;;
211013;0000;15;;;
211014;0000;17;;;
211015;0000;6;;;
211016;0000;10;;;
211017;0000;14;;;
211018;0000;9;;;
211019;0000;12;;;
211020;0000;8;;;
211021;0000;14;;;
211022;0000;18;;;
211023;0000;9;;;
211024;0000;12;;;
211025;0000;10;;;
211026;0000;9;;;
211027;0000;9;;;
211028;0000;8;;;
211029;0000;15;;;
211030;0000;17;;;
211031;0000;10;;;
211101;0000;20;;;
211102;0000;9;;;
211103;0000;10;;;
211104;0000;10;;;
211105;0000;8;;;
211106;0000;10;;;
211107;0000;11;;;
211108;0000;18;;;
211109;0000;11;;;
211110;0000;9;;;
211111;0000;18;;;
211112;0000;12;;;
211113;0000;6;;;
211114;0000;11;;;
211115;0000;23;;;
211116;0000;11;;;
211117;0000;5;;;
211118;0000;4;;;
211119;0000;5;;;
211120;0000;7;;;
211121;0000;5;;;
211122;0000;5;;;
211123;0000;;;2;
211124;0000;;;3;
211125;0000;;;4;
211126;0000;;;9;
211127;0000;12;;;
211128;0000;5;;;
211129;0000;9;;;
211130;0000;10;;;
211201;0000;8;;;
211202;0000;9;;;
211203;0000;13;;;
211204;0000;10;;;
211205;0000;5;;;
211206;0000;6;;;
211207;0000;6;;;
211208;0000;9;;;
211209;0000;7;;;
211210;0000;5;;;
211211;0000;7;;;
211212;0000;7;;;
211213;0000;7;;;
211214;0000;5;;;
211215;0000;6;;;
211216;0000;6;;;
211217;0000;7;;;
211218;0000;10;;;
211219;0000;6;;;
211220;0000;5;;;
211221;0000;6;;;
211222;0000;8;;;
211223;0000;6;;;
211224;0000;5;;;
211225;0000;5;;;
211226;0000;4;;;
211227;0000;6;;;
211228;0000;5;;;
211229;0000;6;;;
211230;0000;5;;;
211231;0000;9;;;
220101;0000;8;;;
220102;0000;6;;;
220103;0000;9;;;
220104;0000;7;;;
220105;0000;7;;;
220106;0000;5;;;
220107;0000;5;;;
220108;0000;4;;;
220109;0000;5;;;
220110;0000;5;;;
220111;0000;3;;;
220112;0000;3;;;
220113;0000;4;;;
220114;0000;3;;;
220115;0000;6;;;
220116;0000;7;;;
220117;0000;11;;;
220118;0000;11;;;
220119;0000;8;;;
220120;0000;8;;;
220121;0000;7;;;
220122;0000;7;;;
220123;0000;6;;;
220124;0000;4;;;
220125;0000;3;;;
220126;0000;9;;;
220127;0000;10;;;
220128;0000;6;;;
220129;0000;6;;;
220130;0000;4;;;
220131;0000;3;;;
220201;0000;4;;;
220202;0000;5;;;
220203;0000;6;;;
220204;0000;8;;;
220205;0000;8;;;
220206;0000;5;;;
220207;0000;4;;;
220208;0000;6;;;
220209;0000;5;;;
220210;0000;6;;;
220211;0000;11;;;
220212;0000;5;;;
220213;0000;3;;;
220214;0000;5;;;
220215;0000;5;;;
220216;0000;8;;;
220217;0000;11;;;
220218;0000;7;;;
220219;0000;7;;;
220220;0000;11;;;
220221;0000;8;;;
220222;0000;12;;;
220223;0000;11;;;
220224;0000;6;;;
220225;0000;8;;;
220226;0000;10;;;
220227;0000;7;;;
220228;0000;7;;;
220301;0000;4;;;
220302;0000;6;;;
220303;0000;8;;;
220304;0000;10;;;
220305;0000;10;;;
220306;0000;22;;;
220307;0000;23;;;
220308;0000;24;;;
220309;0000;9;;;
220310;0000;15;;;
220311;0000;11;;;
220312;0000;16;;;
220313;0000;6;;;
220314;0000;10;;;
220315;0000;9;;;
220316;0000;11;;;
220317;0000;12;;;
220318;0000;28;;;
220319;0000;44;;;
220320;0000;35;;;
220321;0000;13;;;
220322;0000;14;;;
220323;0000;15;;;
220324;0000;10;;;
220325;0000;25;;;
220326;0000;18;;;
220327;0000;19;;;
220328;0000;20;;;
220329;0000;38;;;
220330;0000;43;;;
220331;0000;14;;;
220401;0000;14;;;
220402;0000;21;;;
220403;0000;9;;;
220404;0000;9;;;
220405;0000;18;;;
220406;0000;24;;;
220407;0000;41;;;
220408;0000;46;;;
220409;0000;32;;;
220410;0000;11;;;
220411;0000;25;;;
220412;0000;20;;;
220413;0000;10;;;
220414;0000;30;;;
220415;0000;22;;;
220416;0000;32;;;
220417;0000;53;;;
220418;0000;20;;;
220419;0000;16;;;
220420;0000;17;;;
220421;0000;43;;;
220422;0000;32;;;
220423;0000;28;;;
220424;0000;28;;;
220425;0000;41;;;
220426;0000;27;;;
220427;0000;105;;;
220428;0000;75;;;
220429;0000;54;;;
220430;0000;23;;;
220501;0000;37;;;
220502;0000;22;;;
220503;0000;24;;;
220504;0000;27;;;
220505;0000;23;;;
220506;0000;43;;;
220507;0000;27;;;
220508;0000;10;;;
220509;0000;23;;;
220510;0000;54;;;
220511;0000;115;;;
220512;0000;64;;;
220513;0000;56;;;
220514;0000;73;;;
220515;0000;229;;;
220516;0000;310;;;
220517;0000;276;;;
220518;0000;297;;;
220519;0000;280;;;
220520;0000;126;;;
220521;0000;48;;;
220522;0000;32;;;
220523;0000;26;;;
220524;0000;40;;;
220525;0000;49;;;
220526;0000;41;;;
220527;0000;63;;;
220528;0000;65;;;
220529;0000;124;;;
220530;0000;119;;;
220531;0000;108;;;
220601;0000;160;;;
220602;0000;196;;;
220603;0000;180;;;
220604;0000;38;;;
220605;0000;38;;;
220606;0000;70;;;
220607;0000;42;;;
220608;0000;60;;;
220609;0000;56;;;
220610;0000;76;;;
220611;0000;309;;;
220612;0000;247;;;
220613;0000;128;;;
220614;0000;157;;;
220615;0000;54;;;
220616;0000;25;;;
220617;0000;14;;;
220618;0000;35;;;
220619;0000;38;;;
220620;0000;134;;;
220621;0000;267;;;
220622;0000;326;;;
220623;0000;317;;;
220624;0000;331;;;
220625;0000;253;;;
220626;0000;91;;;
220627;0000;43;;;
220628;0000;67;;;
220629;0000;61;;;
220630;0000;64;;;
220701;0000;87;;;
220702;0000;67;;;
220703;0000;66;;;
220704;0000;49;;;
220705;0000;74;;;
220706;0000;77;;;
220707;0000;117;;;
220708;0000;143;;;
220709;0000;70;;;
220710;0000;47;;;
220711;0000;68;;;
220712;0000;57;;;
220713;0000;132;;;
220714;0000;71;;;
220715;0000;74;;;
220716;0000;75;;;
220717;0000;43;;;
220718;0000;14;;;
220719;0000;19;;;
220720;0000;25;;;
